Timestamp,Epoch,Epoch_Duration,Gen_Loss_Avg,Disc_Loss_Avg
2024-12-20 22:25:18,6,15.20,1.2532,0.5208
2024-12-20 22:25:32,7,12.49,0.2575,0.7696
2024-12-20 22:25:46,8,13.76,1.0144,0.4247
2024-12-20 22:25:58,9,10.78,0.5549,0.5904
2024-12-20 22:26:12,10,14.32,0.8208,0.5759
